CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
20098	BIOL	101	01	M	4.000	Concepts/Apps in Biology I	MWF	10:00 am-10:50 am	72	5	Andrew M Shedlock (P)	01/08-05/02	RITA 101	 
20099	BIOL	101	02	M	4.000	Concepts/Apps in Biology I	MW	02:00 pm-03:15 pm	72	0	William A Roumillat (P)	01/08-05/02	RITA 101	 
20100	BIOL	101L	07	M	0.000	Concepts/Apps in Biology I Lab	M	04:35 pm-07:35 pm	24	0	Brian G Scholtens (P), Maggie Jean McCabe , John S Peters	01/08-05/02	LCTR 339	 
20102	BIOL	101L	15	M	0.000	Concepts/Apps in Biology I Lab	T	01:35 pm-04:35 pm	24	0	Brian G Scholtens (P), David Alexander Klett , John S Peters	01/08-05/02	LCTR 339	 
21256	BIOL	101L	17	M	0.000	Concepts/Apps in Biology I Lab	T	04:35 pm-07:35 pm	24	0	Brian G Scholtens (P), Maggie Jean McCabe , John S Peters	01/08-05/02	LCTR 339	 
20103	BIOL	101L	19	M	0.000	Concepts/Apps in Biology I Lab	T	07:35 pm-10:35 pm	24	3	Brian G Scholtens (P), Maggie Jean McCabe , John S Peters	01/08-05/02	LCTR 339	 
20101	BIOL	101L	27	M	0.000	Concepts/Apps in Biology I Lab	W	04:35 pm-07:35 pm	24	1	Brian G Scholtens (P), David Alexander Klett , John S Peters	01/08-05/02	LCTR 339	 
20104	BIOL	101L	35	M	0.000	Concepts/Apps in Biology I Lab	R	01:35 pm-04:35 pm	24	1	Brian G Scholtens (P), David Alexander Klett , John S Peters	01/08-05/02	LCTR 339	 
23740	BIOL	102	01	M	4.000	LC 5: Concepts/Apps in Biology II	TR	12:15 pm-01:30 pm	13	4	Miranda Lynette McManus (P)	01/08-05/02	RITA 281	Learning Community 5 and Sustainability-Focused
24015	BIOL	102	02	M	4.000	Concepts/Apps in Biology II	MWF	08:00 am-08:50 am	34	2	Jessica Alice McCoy (P)	01/08-05/02	RITA 154	 
20105	BIOL	102	03	M	4.000	Concepts/Apps in Biology II	TR	10:50 am-12:05 pm	120	-1	Kathleen Elizabeth Janech (P)	01/08-05/02	RITA 101	 
20106	BIOL	102	04	M	4.000	Concepts/Apps in Biology II	TR	01:40 pm-02:55 pm	120	9	Miranda Lynette McManus (P)	01/08-05/02	RITA 101	 
20108	BIOL	102L	03	M	0.000	Concepts/Apps in Biol II Lab	M	10:30 am-01:30 pm	24	0	Brian G Scholtens (P), John S Peters , Tessa Michael Pfeifer	01/08-05/02	LCTR 341	 
20109	BIOL	102L	05	M	0.000	Concepts/Apps in Biol II Lab	M	01:35 pm-04:35 pm	24	0	Brian G Scholtens (P), John S Peters , Jessica Ramirez	01/08-05/02	LCTR 341	 
21861	BIOL	102L	07	M	0.000	Concepts/Apps in Biol II Lab	M	04:35 pm-07:35 pm	24	0	Brian G Scholtens (P), John S Peters , Jessica Ramirez	01/08-05/02	LCTR 341	 
20110	BIOL	102L	13	M	0.000	Concepts/Apps in Biol II Lab	T	10:30 am-01:30 pm	24	2	Brian G Scholtens (P), John S Peters , Nicholas Scott Strait	01/08-05/02	LCTR 341	 
22835	BIOL	102L	15	M	0.000	Concepts/Apps in Biol II Lab	T	01:35 pm-04:35 pm	24	0	Brian G Scholtens (P), Jessica Marie Daly , John S Peters	01/08-05/02	LCTR 341	 
20111	BIOL	102L	17	M	0.000	Concepts/Apps in Biol II Lab	T	04:35 pm-07:35 pm	24	1	Brian G Scholtens (P), Jessica Marie Daly , John S Peters	01/08-05/02	LCTR 341	 
20112	BIOL	102L	23	M	0.000	Concepts/Apps in Biol II Lab	W	10:30 am-01:30 pm	24	1	Brian G Scholtens (P), John S Peters , Tessa Michael Pfeifer	01/08-05/02	LCTR 341	 
20113	BIOL	102L	25	M	0.000	Concepts/Apps in Biol II Lab	W	01:35 pm-04:35 pm	24	0	Brian G Scholtens (P), John S Peters , Tessa Michael Pfeifer	01/08-05/02	LCTR 341	 
20114	BIOL	102L	27	M	0.000	Concepts/Apps in Biol II Lab	W	04:35 pm-07:35 pm	24	1	Brian G Scholtens (P), Jessica Marie Daly , John S Peters	01/08-05/02	LCTR 341	 
20115	BIOL	102L	33	M	0.000	Concepts/Apps in Biol II Lab	R	10:30 am-01:30 pm	24	3	Brian G Scholtens (P), John S Peters , Jessica Ramirez	01/08-05/02	LCTR 341	 
21992	BIOL	102L	43	M	0.000	Concepts/Apps in Biol II Lab	F	10:30 am-01:30 pm	24	2	Brian G Scholtens (P), John S Peters , Nicholas Scott Strait	01/08-05/02	LCTR 341	 
21257	BIOL	102L	45	M	0.000	Concepts/Apps in Biol II Lab	F	01:35 pm-04:35 pm	24	4	Brian G Scholtens (P), John S Peters , Nicholas Scott Strait	01/08-05/02	LCTR 341	 
20116	BIOL	111	01	M	3.000	Intro Cell Molec Biology	MWF	09:00 am-09:50 am	50	19	Christopher John Freeman (P)	01/08-05/02	RITA 103	 
20117	BIOL	111	02	M	3.000	Intro Cell Molec Biology	TR	12:15 pm-01:30 pm	50	7	Renaud Geslain (P)	01/08-05/02	RITA 103	 
23352	BIOL	111	03	M	3.000	Intro Cell Molec Biology	TR	03:05 pm-04:20 pm	70	16	Michael G Janech (P)	01/08-05/02	RITA 154	 
20118	BIOL	111L	05	M	1.000	Intro to Cell and Mol Biol Lab	M	01:35 pm-04:35 pm	24	4	Brian G Scholtens (P), John S Peters , Juliana Ventresca	01/08-05/02	LCTR 344	 
20119	BIOL	111L	07	M	1.000	Intro to Cell and Mol Biol Lab	M	04:35 pm-07:35 pm	24	7	Brian G Scholtens (P), John S Peters , Juliana Ventresca	01/08-05/02	LCTR 344	 
21258	BIOL	111L	09	M	1.000	Intro to Cell and Mol Biol Lab	M	07:35 pm-10:35 pm	24	14	Brian G Scholtens (P), John S Peters , Juliana Ventresca	01/08-05/02	LCTR 344	 
21259	BIOL	111L	17	M	1.000	Intro to Cell and Mol Biol Lab	T	04:35 pm-07:35 pm	24	2	Brian G Scholtens (P), Evan Carlisle Ashe , John S Peters	01/08-05/02	LCTR 344	 
20120	BIOL	111L	19	M	1.000	Intro to Cell and Mol Biol Lab	T	07:35 pm-10:35 pm	24	13	Brian G Scholtens (P), Evan Carlisle Ashe , John S Peters	01/08-05/02	LCTR 344	 
20121	BIOL	111L	25	M	1.000	Intro to Cell and Mol Biol Lab	W	01:35 pm-04:35 pm	24	4	Brian G Scholtens (P), Brooke Caroline Blosser , John S Peters	01/08-05/02	LCTR 344	 
