CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
20115	BIOL	101	01	M	4.000	Concepts/Apps in Biology I	TR	01:40 pm-02:55 pm	40	2	Miranda Lynette McManus (P)	01/07-04/29	SSMB 138	 
20116	BIOL	101	02	M	4.000	Concepts/Apps in Biology I	MWF	02:00 pm-02:50 pm	40	2	Mouna S DiBenedetto (P)	01/07-04/29	SSMB 138	 
20117	BIOL	101	03	H	4.000	Concepts/Apps in Biology I	TR	11:20 am-12:35 pm	74	7	Heather Nicole Pritchard (P)	01/07-04/29	HWWE 217	 
22446	BIOL	101	04	H	4.000	Concepts/Apps in Biology I	MWF	11:30 am-12:20 pm	40	3	Walter Marshall Blair (P)	01/07-04/29	HWWE 213	 
20120	BIOL	101L	05	M	0.000	Concepts/Apps in Biology I Lab	M	01:30 pm-04:30 pm	24	1	John S Peters (P), Jonathan Andrew Cauthen , Brian G Scholtens	01/07-04/29	LCTR 339	 
20118	BIOL	101L	07	M	0.000	Concepts/Apps in Biology I Lab	M	04:30 pm-07:30 pm	24	0	John S Peters (P), Aaron James-Howe Burnham , Brian G Scholtens	01/07-04/29	LCTR 339	 
21599	BIOL	101L	09	M	0.000	Concepts/Apps in Biology I Lab	M	07:30 pm-10:30 pm	24	1	John S Peters (P), Aaron James-Howe Burnham , Brian G Scholtens	01/07-04/29	LCTR 339	 
20121	BIOL	101L	15	M	0.000	Concepts/Apps in Biology I Lab	T	01:30 pm-04:30 pm	24	2	John S Peters (P), Keilin Rebeca Gamboa Salazar , Brian G Scholtens	01/07-04/29	LCTR 339	 
21600	BIOL	101L	17	M	0.000	Concepts/Apps in Biology I Lab	T	04:30 pm-07:30 pm	24	2	John S Peters (P), Keilin Rebeca Gamboa Salazar , Brian G Scholtens	01/07-04/29	LCTR 339	 
20122	BIOL	101L	25	M	0.000	Concepts/Apps in Biology I Lab	W	01:30 pm-04:30 pm	24	1	John S Peters (P), Julia Mae Reynolds , Brian G Scholtens	01/07-04/29	LCTR 339	 
20119	BIOL	101L	27	M	0.000	Concepts/Apps in Biology I Lab	W	04:30 pm-07:30 pm	24	2	John S Peters (P), Julia Mae Reynolds , Brian G Scholtens	01/07-04/29	LCTR 339	 
21958	BIOL	101L	35	M	0.000	Concepts/Apps in Biology I Lab	R	01:30 pm-04:30 pm	24	3	John S Peters (P), Aaron James-Howe Burnham , Brian G Scholtens	01/07-04/29	LCTR 339	 
20123	BIOL	102	03	H	4.000	Concepts/Apps in Biology II	MWF	08:30 am-09:20 am	36	6	Walter Marshall Blair (P)	01/07-04/29	HWWE 305	 
20124	BIOL	102	04	M	4.000	Concepts/Apps in Biology II	MWF	11:00 am-11:50 am	38	-2	Deborah A Bidwell (P)	01/07-04/29	SSMB 138	 
