CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Rem	Instructor	Date (MM/DD)	Location	Attribute
20141	BIOL	101	01	M	4.000	Concepts and Applications in Biology I	MWF	08:00 am-08:50 am	40	13	Heather Nicole Pritchard (P)	01/09-05/03	RHSC 218	 
20142	BIOL	101	02	M	4.000	Concepts and Applications in Biology I	MWF	09:00 am-09:50 am	40	3	Heather Nicole Pritchard (P)	01/09-05/03	RHSC 239	 
20143	BIOL	101	03	M	4.000	Concepts and Applications in Biology I	TR	08:00 am-09:15 am	40	2	Margaret Elizabeth Grant Burton (P)	01/09-05/03	RHSC 218	 
20144	BIOL	101	04	M	4.000	Concepts and Applications in Biology I	MWF	02:00 pm-02:50 pm	40	1	Linnea Ruth Stevens (P)	01/09-05/03	RHSC 317	 
20145	BIOL	101	05	M	4.000	Concepts and Applications in Biology I	MW	07:00 pm-08:15 pm	40	25	Margaret Elizabeth Grant Burton (P)	01/09-05/03	RHSC 218	 
20151	BIOL	101L	05	M	0.000	Concepts and Application in Biology I Laboratory	M	01:30 pm-04:30 pm	24	0	Brian G Scholtens (P), Joseph Monroe McElwee	01/09-05/03	LCTR 339	 
20147	BIOL	101L	07	M	0.000	Concepts and Application in Biology I Laboratory	M	04:30 pm-07:30 pm	24	0	Brian G Scholtens (P), Joseph Monroe McElwee	01/09-05/03	LCTR 339	 
23617	BIOL	101L	09	M	0.000	Concepts and Application in Biology I Laboratory	M	07:30 pm-10:30 pm	24	3	Brian G Scholtens (P), Hope Wertz	01/09-05/03	LCTR 339	 
20152	BIOL	101L	15	M	0.000	Concepts and Application in Biology I Laboratory	T	01:30 pm-04:30 pm	24	0	Brian G Scholtens (P), Hope Wertz	01/09-05/03	LCTR 339	 
23618	BIOL	101L	17	M	0.000	Concepts and Application in Biology I Laboratory	T	04:30 pm-07:30 pm	24	2	Brian G Scholtens (P), Hope Wertz	01/09-05/03	LCTR 339	 
20153	BIOL	101L	25	M	0.000	Concepts and Application in Biology I Laboratory	W	01:30 pm-04:30 pm	24	4	Brian G Scholtens (P), Jason Wang	01/09-05/03	LCTR 339	 
20150	BIOL	101L	27	M	0.000	Concepts and Application in Biology I Laboratory	W	04:30 pm-07:30 pm	24	3	Brian G Scholtens (P), Joseph Monroe McElwee	01/09-05/03	LCTR 339	 
20154	BIOL	102	01	M	4.000	Concepts and Applications in Biology II	MWF	08:00 am-08:50 am	40	4	Margaret Elizabeth Grant Burton (P)	01/09-05/03	RHSC 239	 
20155	BIOL	102	02	M	4.000	Concepts and Applications in Biology II	MWF	01:00 pm-01:50 pm	80	21	Heather Nicole Pritchard (P)	01/09-05/03	RHSC 123	 
20156	BIOL	102	03	M	4.000	Concepts and Applications in Biology II	MWF	02:00 pm-02:50 pm	40	-1	Kathleen Elizabeth Janech (P)	01/09-05/03	RHSC 121	 
20157	BIOL	102	04	M	4.000	Concepts and Applications in Biology II	MWF	12:00 pm-12:50 pm	40	0	Heather Nicole Pritchard (P)	01/09-05/03	RHSC 218	 
20158	BIOL	102	05	M	4.000	Concepts and Applications in Biology II	TR	08:00 am-09:15 am	80	30	Miranda Lynette McManus (P)	01/09-05/03	RHSC 123	 
20159	BIOL	102	06	M	4.000	Concepts and Applications in Biology II	MWF	11:00 am-11:50 am	40	0	Kathleen Elizabeth Janech (P)	01/09-05/03	RHSC 239	 
20160	BIOL	102	07	M	4.000	Concepts and Applications in Biology II	TR	10:50 am-12:05 pm	80	-1	Miranda Lynette McManus (P)	01/09-05/03	RHSC 123	 
20161	BIOL	102	08	M	4.000	Concepts and Applications in Biology II	MW	07:00 pm-08:15 pm	40	16	Stephanie Angela Socher (P)	01/09-05/03	RHSC 123	 
20163	BIOL	102L	03	M	0.000	Concepts and Applications in Biology II Laboratory	M	10:30 am-01:30 pm	24	1	Brian G Scholtens (P), Andrea Marie Sassard	01/09-05/03	LCTR 341	 
20164	BIOL	102L	05	M	0.000	Concepts and Applications in Biology II Laboratory	R	01:30 pm-04:30 pm	24	1	Brian G Scholtens (P), Elizabeth Anne Duermit	01/09-05/03	LCTR 339	 
20165	BIOL	102L	07	M	0.000	Concepts and Applications in Biology II Laboratory	M	04:30 pm-07:30 pm	24	1	Brian G Scholtens (P), Tamara Lynn Morris	01/09-05/03	LCTR 341	 
20166	BIOL	102L	09	M	0.000	Concepts and Applications in Biology II Laboratory	M	07:30 pm-10:30 pm	24	0	Brian G Scholtens (P), Tamara Lynn Morris	01/09-05/03	LCTR 341	 
20167	BIOL	102L	11	M	0.000	Concepts and Applications in Biology II Laboratory	T	07:30 am-10:30 am	24	2	Brian G Scholtens (P), Andrea Marie Sassard	01/09-05/03	LCTR 339	 
20168	BIOL	102L	13	M	0.000	Concepts and Applications in Biology II Laboratory	T	07:30 am-10:30 am	24	0	Brian G Scholtens (P), Levi Broaddus Curnutte	01/09-05/03	LCTR 341	 
20169	BIOL	102L	15	M	0.000	Concepts and Applications in Biology II Laboratory	T	01:30 pm-04:30 pm	24	2	Brian G Scholtens (P), Elizabeth Anne Duermit	01/09-05/03	LCTR 341	 
20170	BIOL	102L	17	M	0.000	Concepts and Applications in Biology II Laboratory	T	04:30 pm-07:30 pm	24	0	Brian G Scholtens (P), Elizabeth Anne Duermit	01/09-05/03	LCTR 341	 
23620	BIOL	102L	19	M	0.000	Concepts and Applications in Biology II Laboratory	T	07:30 pm-10:30 pm	24	1	Brian G Scholtens (P), Levi Broaddus Curnutte	01/09-05/03	LCTR 341	 
20172	BIOL	102L	23	M	0.000	Concepts and Applications in Biology II Laboratory	W	10:30 am-01:30 pm	24	-1	Brian G Scholtens (P), Lauren Hernandez-Rubio Senn	01/09-05/03	LCTR 341	 
20173	BIOL	102L	25	M	0.000	Concepts and Applications in Biology II Laboratory	W	01:30 pm-04:30 pm	24	1	Brian G Scholtens (P), Lauren Hernandez-Rubio Senn	01/09-05/03	LCTR 341	 
20174	BIOL	102L	27	M	0.000	Concepts and Applications in Biology II Laboratory	W	04:30 pm-07:30 pm	24	0	Brian G Scholtens (P), Andrea Marie Margiotta	01/09-05/03	LCTR 341	 
23621	BIOL	102L	29	M	0.000	Concepts and Applications in Biology II Laboratory	W	07:30 pm-10:30 pm	24	-1	Brian G Scholtens (P), Andrea Marie Margiotta	01/09-05/03	LCTR 341	 
20176	BIOL	102L	33	M	0.000	Concepts and Applications in Biology II Laboratory	R	10:30 am-01:30 pm	24	0	Brian G Scholtens (P), Andrea Marie Sassard	01/09-05/03	LCTR 341	 
23622	BIOL	102L	35	M	0.000	Concepts and Applications in Biology II Laboratory	R	01:30 pm-04:30 pm	24	0	Brian G Scholtens (P), Lauren Hernandez-Rubio Senn	01/09-05/03	LCTR 341	 
23623	BIOL	102L	45	M	0.000	Concepts and Applications in Biology II Laboratory	F	01:30 pm-04:30 pm	24	6	Brian G Scholtens (P), Tamara Lynn Morris	01/09-05/03	LCTR 341	 
20179	BIOL	111	01	M	3.000	Introduction to Cell and Molecular Biology	MWF	12:00 pm-12:50 pm	40	1	Melissa Branham O'Connor (P)	01/09-05/03	RHSC 123	 
20180	BIOL	111	02	M	3.000	Introduction to Cell and Molecular Biology	TR	12:15 pm-01:30 pm	120	34	Miranda Lynette McManus (P)	01/09-05/03	SSMB 129	 
22269	BIOL	111	03	M	3.000	Introduction to Cell and Molecular Biology	TR	09:25 am-10:40 am	40	8	Erik Sotka (P)	01/09-05/03	RHSC 121	 
